"start_date","end_date","duration","consent_1","consent_2","consent_3","consent_4","consent_5","consent_6","prolific_id","liq_1","liq_2","liq_3","liq_4","liq_5","liq_6","liq_7","liq_8","liq_9","liq_10","liq_11","liq_12","liq_13","liq_14","liq_15","liq_16","liq_17","liq_18","liq_19","liq_20","liq_21","liq_22","liq_23","liq_24","liq_25","liq_26","liq_27","liq_28","liq_29","liq_30","liq_31","liq_32","liq_33","liq_34","liq_35","liq_36","liq_37","liq_38","liq_39","liq_40","liq_41","liq_42","liq_43","liq_44","liq_45","liq_46","liq_47","liq_48","liq_49","liq_50","liq_51","liq_52","liq_53","liq_54","liq_55","liq_56","liq_57","liq_58","liq_59","liq_60","liq_61","liq_62","liq_63","liq_64","liq_65","liq_66","liq_67","liq_68","liq_69","liq_70","liq_71","liq_72","liq_73","liq_74","liq_75","liq_76","liq_77","liq_78","liq_79","liq_80","liq_81","liq_82","liq_83","liq_84","liq_85","liq_86","liq_87","liq_88","liq_89","liq_90","liq_91","liq_92","liq_93","liq_94","liq_95","liq_96","liq_97","liq_98","liq_99","liq_100","liq_101","liq_102","liq_103","liq_104","liq_105","liq_106","liq_107","liq_108","liq_109","liq_110","liq_111","liq_112","liq_113","liq_114","liq_115","liq_116","liq_117","liq_118","liq_119","liq_120","liq_121","liq_122","liq_123","liq_124","liq_125","liq_126","liq_127","liq_128","liq_129","liq_130","liq_131","liq_132","liq_133","liq_134","liq_135","liq_136","liq_137","liq_138","liq_139","liq_140","liq_141","liq_142","liq_143","liq_144","liq_145","liq_146","liq_147","liq_148","liq_149","liq_150","liq_151","liq_152","liq_153","liq_154","liq_155","liq_156","liq_157","liq_158","liq_159","liq_160","liq_161","liq_162","liq_163","liq_164","liq_165","liq_166","liq_167","liq_168","liq_169","liq_170","liq_171","liq_172","liq_173","liq_174","liq_175","liq_176","liq_177","liq_178","liq_179","liq_180","liq_181","liq_182","liq_183","liq_184","liq_185","liq_186","liq_187","liq_188","liq_189","liq_190","liq_191","liq_192","liq_193","liq_194","liq_195","liq_196","liq_197","liq_198","liq_199","liq_200","liq_201","liq_202","liq_203","liq_204","liq_205","liq_206","liq_207","liq_208","liq_209","liq_210","liq_211","liq_212","liq_213","liq_214","liq_215","liq_216","liq_217","liq_218","liq_219","liq_220","liq_221","liq_222","liq_223","liq_224","liq_225","liq_226","liq_227","liq_228","liq_229","liq_230","liq_231","liq_232","liq_233","liq_234","liq_235","liq_236","liq_237","liq_238","liq_239","liq_240","liq_241","liq_242","liq_243","liq_244","liq_245","liq_246","liq_247","liq_248","liq_249","liq_250","liq_qual_1","liq_qual_2","liq_camping_outdoors","liq_adventure_sports","liq_individual_sports","liq_team_sports","liq_hunting_fishing","liq_cards_games","liq_computer_activities","liq_building_restoring","liq_collecting","liq_gardening_nature","liq_arts_crafts","liq_literature_writing","liq_cultural_arts","liq_dancing","liq_culinary_pursuits","liq_community_involvement","liq_shopping_fashion","liq_socializing","liq_partying","liq_travel","cabin_1","cabin_2","cabin_3","cabin_4","cabin_5","cabin_6","cabin_7","cabin_8","cabin_9","cabin_10","cabin_11","cabin_12","cabin_13","cabin_14","cabin_15","cabin_16","cabin_17","cabin_18","cabin_19","cabin_20","cabin_21","cabin_22","cabin_23","cabin_24","cabin_25","cabin_26","cabin_27","cabin_28","cabin_29","cabin_30","cabin_31","cabin_32","cabin_33","cabin_34","cabin_35","cabin_36","cabin_37","cabin_38","cabin_39","cabin_40","cabin_41","cabin_42","cabin_43","cabin_44","cabin_45","cabin_46","cabin_47","cabin_48","cabin_49","cabin_50","cabin_51","cabin_52","cabin_53","cabin_54","cabin_55","cabin_56","cabin_57","cabin_58","cabin_59","cabin_60","cabin_61","cabin_62","cabin_63","cabin_64","cabin_65","cabin_66","cabin_67","cabin_68","cabin_69","cabin_70","cabin_71","cabin_72","cabin_73","cabin_74","cabin_75","cabin_76","cabin_77","cabin_78","cabin_79","cabin_80","cabin_81","cabin_82","cabin_83","cabin_84","cabin_85","cabin_86","cabin_87","cabin_88","cabin_89","cabin_90","cabin_91","cabin_92","cabin_93","cabin_94","cabin_95","cabin_96","cabin_97","cabin_98","cabin_99","cabin_100","cabin_101","cabin_102","cabin_103","cabin_104","cabin_105","cabin_106","cabin_107","cabin_108","cabin_109","cabin_110","cabin_111","cabin_112","cabin_113","cabin_114","cabin_115","cabin_116","cabin_117","cabin_118","cabin_119","cabin_120","cabin_121","cabin_122","cabin_123","cabin_124","cabin_125","cabin_126","cabin_127","cabin_128","cabin_129","cabin_130","cabin_131","cabin_132","cabin_133","cabin_134","cabin_135","cabin_136","cabin_137","cabin_138","cabin_139","cabin_140","cabin_141","cabin_142","cabin_143","cabin_144","cabin_145","cabin_146","cabin_147","cabin_148","cabin_149","cabin_150","cabin_151","cabin_152","cabin_153","cabin_154","cabin_155","cabin_156","cabin_157","cabin_158","cabin_159","cabin_160","cabin_mechanics_electronics","cabin_construction_woodwork","cabin_transportation_machine_operations","cabin_manual_labor","cabin_agriculture","cabin_nature_outdoors","cabin_animal_service","cabin_athletics","cabin_engineering","cabin_physical_science","cabin_life_science","cabin_medical_science","cabin_social_science","cabin_humanities","cabin_mathematics_statistics","cabin_information_technology","cabin_visual_arts","cabin_applied_arts","cabin_performing_arts","cabin_music","cabin_writing","cabin_media","cabin_culinary_arts","cabin_teaching_education","cabin_social_service","cabin_health_care_service","cabin_religious_activities","cabin_personal_service","cabin_professional_advising","cabin_business_initiatives","cabin_sales","cabin_marketing_advertising","cabin_finance","cabin_accounting","cabin_human_resources","cabin_office_work","cabin_management_administration","cabin_public_speaking","cabin_politics","cabin_law","cabin_net_unique_1","cabin_net_unique_2","cabin_net_unique_3","cabin_net_unique_5","cabin_net_unique_6","cabin_net_unique_7","ipa_1","ipa_2","ipa_3","ipa_4","ipa_5","ipa_6","ipa_7","ipa_8","ipa_9","ipa_10","ipa_11","ipa_12","ipa_13","ipa_14","ipa_15","ipa_16","ipa_17","ipa_18","ipa_19","ipa_20","ipa_21","ipa_22","ipa_23","ipa_24","ipa_25","ipa_26","ipa_27","ipa_28","ipa_29","ipa_30","ipa_31","ipa_32","ipa_33","ipa_34","ipa_35","ipa_36","ipa_37","ipa_38","ipa_39","ipa_40","ipa_41","ipa_42","ipa_43","ipa_44","ipa_45","ipa_46","ipa_47","ipa_48","ipb_1","ipb_2","ipb_3","ipb_4","ipb_5","ipb_6","ipb_7","ipb_8","ipb_9","ipb_10","ipb_11","ipb_12","ipb_13","ipb_14","ipb_15","ipb_16","ipb_17","ipb_18","ipb_19","ipb_20","ipb_21","ipb_22","ipb_23","ipb_24","ipb_25","ipb_26","ipb_27","ipb_28","ipb_29","ipb_30","ipb_31","ipb_32","ipb_33","ipb_34","ipb_35","ipb_36","ipb_37","ipb_38","ipb_39","ipb_40","ipb_41","ipb_42","ipb_43","ipb_44","ipb_45","ipb_46","ipb_47","ipb_48","ipa_realistic","ipa_investigative","ipa_artistic","ipa_social","ipa_enterprising","ipa_conventional","ipb_realistic","ipb_investigative","ipb_artistic","ipb_social","ipb_enterprising","ipb_conventional","ajdi_1","ajdi_2","ajdi_3","ajdi_4","ajdi_5","ajdi_6","ajdi_7","ajdi_8","ajdi_9","ajdi_10","ajdi_11","ajdi_12","ajdi_13","ajdi_14","ajdi_15","ajdi_16","ajdi_17","ajdi_18","ajdi_19","ajdi_20","ajdi_21","ajdi_22","ajdi_23","ajdi_24","ajdi_work","ajdi_pay","ajdi_promotion","ajdi_supervise","ocb_1","ocb_2","ocb_3","ocb_4","ocb_5","ocb_6","ocb_7","ocb_8","ocb_9","ocb_10","cwb_1","cwb_2","cwb_3","cwb_4","cwb_5","cwb_6","cwb_7","cwb_8","cwb_9","cwb_10","ocb_composite","cwb_composite","jobperf_1","jobperf_2","jobperf_3","jobperf_composite","swb_1","swb_2","swb_3","swb_4","swb_5","swb_composite","procrastination_1","procrastination_2","procrastination_3","procrastination_4","procrastination_5","procrastination_composite","general_js_1","general_js_2","general_js_3","general_js_4","general_js_5","general_js_6","general_js_7","general_js_8","global_js_1","global_js_2","global_js_3","general_js_composite","global_js_composite","we_1","we_2","we_3","we_4","we_5","we_6","we_7","we_8","we_9","vigor_composite","dedication_composite","absorption_composite","burnout_1","burnout_2","burnout_3","burnout_4","burnout_5","burnout_6","burnout_7","burnout_8","burnout_9","burnout_10","burnout_11","burnout_12","burnout_13","burnout_14","burnout_15","burnout_16","burnout_17","burnout_18","burnout_19","burnout_20","burnout_21","burnout_22","emotional_exhaution_composite","depersonalization_composite","personal_achievement_composite","workaholism_1","workaholism_2","workaholism_3","workaholism_4","workaholism_5","workaholism_6","workaholism_7","workaholism_8","workaholism_9","workaholism_10","workaholism_11","workaholism_12","workaholism_13","workaholism_14","workaholism_15","workaholism_16","workaholism_composite","bfi_1","bfi_2","bfi_3","bfi_4","bfi_5","bfi_6","bfi_7","bfi_8","bfi_9","bfi_10","bfi_11","bfi_12","bfi_13","bfi_14","bfi_15","bfi_16","bfi_17","bfi_18","bfi_19","bfi_20","bfi_21","bfi_22","bfi_23","bfi_24","bfi_25","bfi_26","bfi_27","bfi_28","bfi_29","bfi_30","bfi_31","bfi_32","bfi_33","bfi_34","bfi_35","bfi_36","bfi_37","bfi_38","bfi_39","bfi_40","bfi_41","bfi_42","bfi_43","bfi_44","bfi_45","bfi_46","bfi_47","bfi_48","bfi_49","bfi_50","bfi_51","bfi_52","bfi_53","bfi_54","bfi_55","bfi_56","bfi_57","bfi_58","bfi_59","bfi_60","extraversion_composite","agreeableness_composite","conscientiousness_composite","neuroticism_composite","openness_composite","wfcs_1","wfcs_2","wfcs_3","wfcs_4","wfcs_5","wfcs_6","wfcs_7","wfcs_8","wfcs_9","wfcs_10","wfcs_11","wfcs_12","wfcs_13","wfcs_14","wfcs_15","wfcs_16","wfcs_17","wfcs_18","time_wif_composite","time_fiw_composite","strain_wif_composite","strain_fiw_composite","behavior_wif_composite","behavior_fiw_composite","pss_1","pss_2","pss_3","pss_4","pss_5","pss_6","pss_7","pss_8","pss_9","pss_10","pss_composite","depression_1","depression_2","depression_3","depression_4","depression_5","depression_6","depression_7","depression_8","depression_9","depression_10","depression_composite","overall_health","weight","height_ft","height_in","native_speaker","native_speaker_qual","eng_reading","eng_writing","recent_gpa","gpa_max","org_status_1","org_status_2","org_status_3","org_status_4","org_status_5","org_status_composite","social_media_1","social_media_2","social_media_3","social_media_4","social_media_5","social_media_6","social_media_7","social_media_8","social_media_9","social_media_10","social_media_11","social_media_composite","charity_behavior_1","charity_behavior_2","charity_behavior_3","charity_behavior_4","charity_behavior_5","charity_behavior_composite","panas_pos_1","panas_pos_2","panas_pos_3","panas_pos_4","panas_pos_5","panas_neg_1","panas_neg_2","panas_neg_3","panas_neg_4","panas_neg_5","panas_pos_composite","panas_neg_composite","covid19_1","covid19_2","covid19_3","covid19_4","covid19_5","covid_composite","gender","gender_qual","age","race","race_qual","marital_status","education_level","employment_status","income","work_tenure","occupation","survey_feedback","score","prolific_pid","time","atn_percentage_correct"
"2024-02-05 03:39:18","2024-02-05 04:21:22",2524,"1","1","1","1","1","1","6586b3c2ce393a510679d886",1,3,3,2,2,2,3,3,3,3,2,2,3,2,2,2,2,2,3,2,3,2,1,3,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,1,3,1,1,2,3,2,2,2,2,3,2,3,2,3,3,2,2,2,2,3,3,2,3,2,3,3,2,1,3,2,3,2,2,2,2,3,1,3,2,3,1,2,1,2,3,3,3,3,2,2,3,1,2,1,2,2,2,3,1,1,2,3,3,2,2,2,2,3,3,3,2,3,2,3,2,3,2,1,1,2,3,2,3,1,1,3,2,2,1,3,3,1,3,3,2,2,1,3,1,3,3,2,1,3,1,2,3,1,1,1,1,3,2,2,2,2,3,1,3,2,1,3,3,2,2,3,1,3,3,2,3,2,2,3,3,1,2,1,2,2,2,1,3,2,2,3,3,3,1,1,3,2,1,3,3,2,2,1,2,2,3,3,2,2,2,1,3,3,2,1,1,3,3,2,3,3,3,2,2,3,2,2,2,2,3,2,3,2,3,2,2,2,1,1,1,3,2,2,1,1,2,3,"exploring the world","swimming",51,40,26,28,10,35,14,19,27,25,24,26,49,21,13,20,25,50,5,24,1,2,1,3,3,1,2,1,3,2,2,2,2,5,1,4,1,3,3,2,4,2,3,4,1,4,4,2,3,4,2,4,5,4,4,4,3,2,3,2,4,3,2,4,4,4,5,2,1,4,4,5,1,2,3,2,2,5,1,1,4,3,4,1,4,2,3,4,4,3,3,2,1,3,1,3,2,3,3,4,2,3,4,2,4,2,2,3,4,1,3,1,2,3,5,3,4,3,3,3,3,2,5,3,1,5,3,2,3,2,2,1,4,2,5,4,3,4,2,2,4,2,4,5,4,3,3,1,3,5,2,4,4,2,4,3,3,2,3,3,2,3,3,5,5,3,1,5,2,4,1,3,3,5,4,3,4,2,4,3,7,7,9,12,9,13,11,13,17,10,13,15,14,8,9,12,13,12,8,12,11,11,9,13,13,13,11,8,15,11,15,11,14,13,11,13,14,10,15,13,"3","4","1","4","3","4",3,5,5,1,1,3,4,3,3,4,3,4,4,5,2,2,2,4,5,4,4,3,3,2,3,4,4,3,4,3,5,3,1,4,3,4,5,3,3,2,2,2,4,3,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27,27,29,25,26,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,2,1,3,2,3,3,3,3,1,3,2,3,3,2,2,2,2,2,12,14,15,13,3,5,3,4,4,4,3,4,4,5,4,2,2,4,3,4,4,4,4,2,39,33,2,4,5,11,4,2,2,3,4,15,1,2,3,4,4,14,2,2,2,2,2,2,2,2,3,1,6,14,10,2,2,1,4,4,2,3,1,0,5,10,4,3,3,3,4,3,5,3,6,5,2,3,4,4,5,4,2,6,4,6,6,3,3,35,18,34,5,4,2,2,3,4,4,1,4,3,2,3,3,4,5,2,51,4,4,4,4,1,3,2,4,3,1,5,3,3,2,2,4,1,5,4,3,4,4,4,5,3,4,4,1,4,5,5,3,4,4,4,4,2,3,2,1,4,3,2,5,5,4,3,4,4,5,4,2,3,2,2,3,4,4,4,3,48,35,41,43,35,4,3,5,4,3,4,1,4,3,3,5,3,4,3,2,3,4,3,12,11,8,11,9,10,4,3,3,4,4,2,3,4,4,4,35,1,1,2,2,0,3,1,2,1,3,16,"5",30,5,69,"1","","6","7","3.2","4.0",1,0,1,1,0,3,1,2,3,0,2,2,1,3,2,2,2,20,1,1,1,0,0,3,4,5,5,2,4,3,4,2,3,5,20,17,3,3,3,1,3,13,"1","",54,"3","","2","5","2","7",2.92,"2","nice survey","1960","6586b3c2ce393a510679d886",42.0666666666667,95.65
"2024-02-05 03:41:47","2024-02-05 04:24:42",2575,"1","1","1","1","1","1","6548fb5fb25f8e1b108ca750",3,3,3,2,2,2,1,2,2,1,3,1,2,3,3,1,3,3,3,1,1,2,1,1,1,1,3,1,3,1,3,2,2,2,3,2,2,3,2,2,1,1,2,2,1,1,1,1,2,1,1,3,3,2,1,3,2,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,3,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,3,1,1,1,1,1,2,1,1,2,2,3,2,1,2,2,2,2,1,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,2,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2,1,2,1,3,1,1,2,2,2,1,1,3,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,"Writing ","None",37,30,16,22,9,25,15,11,15,15,15,22,33,16,12,16,18,47,4,20,1,2,2,4,4,4,4,4,1,1,1,1,1,2,2,4,5,1,2,5,4,4,4,4,1,1,1,4,4,4,4,4,1,4,5,4,1,4,2,4,2,4,4,2,4,4,5,4,5,4,4,4,5,4,5,5,4,1,4,5,5,5,2,4,5,1,5,4,5,4,4,2,4,4,4,2,4,4,4,5,4,5,4,4,3,4,2,4,4,4,3,2,2,2,2,2,4,2,4,4,2,2,4,2,4,2,4,4,2,4,4,4,5,5,2,2,4,2,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,5,4,4,3,4,4,4,4,3,3,4,4,5,4,4,4,4,4,4,5,3,4,4,4,9,16,4,9,13,16,7,16,14,11,12,17,17,19,14,16,15,15,14,17,17,13,13,8,14,10,14,14,14,14,17,15,16,17,16,16,14,17,17,15,"3","4","4","3","4","4",4,2,4,4,2,2,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,4,5,5,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,33,34,35,34,33,NA,NA,NA,NA,NA,NA,3,2,3,3,3,1,2,1,3,2,3,2,3,2,1,3,2,2,3,3,3,3,1,3,15,13,13,16,4,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,38,11,4,4,4,12,4,4,5,4,4,21,1,1,1,1,1,5,3,1,3,2,3,3,3,2,6,1,6,18,13,3,3,4,4,4,4,4,4,4,10,12,12,6,6,1,1,5,1,2,5,4,6,6,6,1,5,6,6,6,6,6,6,7,6,31,24,49,4,3,4,4,3,4,4,3,3,4,4,4,4,3,3,4,58,5,5,1,4,4,3,4,1,4,4,1,4,4,4,4,5,4,4,4,4,5,1,2,4,4,1,4,1,4,1,3,4,4,4,4,4,1,5,2,5,4,1,5,4,2,1,1,1,1,1,1,4,4,2,4,4,5,1,3,4,37,38,33,40,41,3,4,4,3,3,1,4,4,5,1,2,4,4,4,3,4,4,3,11,7,13,7,11,11,4,1,4,4,4,4,4,4,4,4,37,2,2,1,2,3,0,1,3,2,1,17,"3",170,5,68,"1","","7","7","3.60","5.00",1,0,1,1,1,4,3,3,3,0,3,3,3,3,3,3,0,27,1,0,0,1,0,2,4,4,4,4,4,1,1,1,1,1,20,5,3,3,4,3,3,16,"1","",50,"3","","2","6","1","7",25,"1","None","2042","6548fb5fb25f8e1b108ca750",42.9166666666667,95.65
"2024-02-05 03:46:01","2024-02-05 04:33:47",2865,"1","1","1","1","1","1","5fba8f2f4b54c10008a2164f",3,3,2,2,1,1,3,3,2,1,1,1,3,1,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,3,1,2,3,3,2,3,2,2,3,3,1,2,2,3,3,3,3,2,3,3,1,2,2,3,1,3,2,1,3,2,2,3,1,3,3,1,2,2,2,1,3,2,2,2,1,2,3,2,3,1,2,3,1,1,2,3,3,2,1,3,2,1,2,2,3,2,2,2,2,3,1,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,1,2,2,3,2,2,1,3,1,3,3,3,1,3,2,2,2,3,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,3,3,2,2,3,3,2,2,2,3,3,2,2,2,3,1,1,2,2,1,2,3,3,3,1,2,3,2,1,2,2,2,1,3,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3,2,2,1,2,1,3,3,3,2,2,3,2,3,2,3,2,1,1,1,1,2,2,"Selling, listening to music.  Watching sports.  Playing golf.  Occasional gambling.","no",58,48,26,36,12,38,20,22,22,21,20,28,46,9,10,16,19,49,5,28,3,3,3,3,4,4,4,3,1,3,3,3,3,3,2,3,3,2,3,2,2,3,3,4,3,3,3,3,5,5,4,2,3,4,2,4,4,4,2,3,3,3,3,3,3,3,3,3,3,2,2,2,4,2,2,2,4,3,4,3,4,4,3,4,3,3,3,3,3,2,3,3,2,2,2,3,5,4,5,3,2,2,1,1,2,2,3,2,2,3,2,3,3,3,2,2,3,3,3,2,3,2,2,2,1,1,1,1,3,2,3,3,2,2,2,2,3,3,2,3,2,2,2,2,2,1,2,2,3,2,1,2,3,2,3,2,2,1,1,2,2,2,3,2,3,2,3,2,3,1,1,1,1,1,2,1,3,3,3,3,12,15,10,11,10,12,12,16,13,13,12,12,9,10,14,15,12,11,9,17,6,9,10,10,11,9,4,11,8,11,8,7,8,10,6,9,10,6,5,12,"3","2","3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,2,3,3,4,3,4,3,3,3,3,3,4,3,4,2,3,3,4,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,24,26,24,16,20,19,1,2,3,1,2,1,3,1,1,3,2,3,1,3,2,1,1,1,3,3,1,3,1,2,10,13,9,13,1,2,1,2,3,2,1,1,1,3,1,2,1,1,1,1,1,2,2,1,17,13,4,4,4,12,2,2,2,2,2,10,3,4,3,3,3,16,3,1,2,1,2,2,3,1,5,3,5,14,13,3,3,3,4,2,4,4,3,3,9,10,10,1,2,2,1,2,2,2,1,1,1,1,1,2,1,7,2,6,2,6,2,2,2,14,6,29,1,1,1,1,1,1,2,2,2,1,2,2,3,3,2,3,28,4,4,1,4,2,4,4,4,4,4,4,3,4,3,4,4,2,5,4,4,3,3,4,3,2,3,4,2,4,2,4,3,4,3,3,4,3,4,2,4,3,3,4,4,2,4,3,1,3,5,3,5,3,2,2,3,4,3,3,3,43,41,39,39,37,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,6,6,6,6,7,6,2,3,3,4,3,1,4,3,3,2,28,0,1,0,1,1,0,1,2,1,1,8,"4",180,5,65,"1","","7","7","3.8","4.0",0,0,0,0,0,0,2,1,1,0,0,2,0,0,2,0,1,9,0,0,1,0,0,1,4,3,4,3,4,1,1,1,1,1,18,5,2,2,2,2,2,10,"1","",60,"1","","1","5","2","3",45,"2","","1731","5fba8f2f4b54c10008a2164f",47.75,100
"2024-02-05 03:40:12","2024-02-05 04:35:07",3295,"1","1","1","1","1","1","60fe21d7301f49dfc4aa5f3a",1,2,3,3,3,2,2,3,2,2,3,3,2,3,2,1,3,2,2,3,3,2,1,3,3,2,2,2,2,3,3,3,3,3,3,3,1,2,2,2,2,3,2,3,3,3,3,2,2,2,1,2,3,3,3,3,3,3,3,1,3,2,3,1,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,1,3,3,1,3,3,3,1,3,3,3,3,1,1,1,2,3,3,3,3,3,2,2,3,3,2,3,2,1,2,3,1,3,3,2,2,1,3,1,1,2,3,3,3,2,2,1,2,2,2,1,1,2,2,3,2,2,2,1,1,1,2,2,2,2,3,2,3,3,2,3,2,3,2,1,3,1,2,1,3,3,2,2,1,3,3,3,2,3,1,1,2,2,3,1,1,1,3,1,1,2,3,3,3,2,2,3,1,2,3,3,1,3,1,3,3,3,3,3,1,2,1,2,2,1,3,3,3,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,1,2,3,2,3,1,3,1,1,3,2,3,3,1,3,"Watching tv, walking dog, exploring backyard/woods, cook, read, write stories/poems, concerts, watching my kids perform/play sports, sleep","Sleeping,watching TV",56,27,21,27,6,30,17,25,27,29,25,39,53,25,17,23,26,49,3,31,4,3,4,4,4,4,4,4,1,2,4,2,2,4,1,5,4,3,4,4,4,4,4,5,4,5,4,2,2,4,2,2,4,3,4,2,5,5,4,4,4,5,4,4,4,4,3,4,5,5,4,4,5,5,5,5,4,4,4,4,4,4,3,4,4,5,5,4,4,5,5,3,2,2,3,2,4,5,4,5,5,5,5,5,4,5,4,5,4,4,4,4,5,2,2,5,4,5,5,4,2,2,2,4,4,4,2,2,4,3,4,4,4,4,3,4,4,4,4,3,3,3,2,4,2,2,2,2,4,4,4,4,2,2,3,4,2,4,3,2,2,4,2,2,4,2,2,3,4,4,4,4,2,4,4,2,4,5,5,4,15,16,9,12,15,17,15,10,13,18,17,15,18,20,16,15,18,17,9,18,20,18,16,14,18,10,12,15,15,15,12,8,16,11,11,10,11,16,12,18,"2","4","5","2","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,3,3,3,4,4,4,4,3,2,3,3,4,2,2,4,2,2,4,4,4,2,2,2,4,3,2,3,3,2,2,3,3,3,4,4,2,2,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,21,27,24,22,24,18,1,1,1,1,1,3,3,3,1,3,1,1,1,3,3,2,2,1,3,3,3,2,3,3,8,12,12,17,3,3,3,4,4,3,4,4,2,4,3,4,4,5,3,1,2,2,1,1,34,26,4,3,4,11,3,3,3,4,3,16,4,4,3,4,4,19,3,2,2,1,1,2,1,1,2,6,2,12,10,3,3,2,3,2,3,4,3,5,8,8,12,7,7,6,6,7,7,6,6,6,6,7,6,5,4,5,6,4,4,3,6,4,4,58,28,36,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,60,2,4,5,2,1,4,4,3,4,5,2,3,4,3,3,4,1,2,4,5,4,4,5,3,2,3,2,3,4,1,4,4,1,4,5,2,4,4,3,5,3,4,4,4,1,3,3,4,1,2,2,4,4,3,1,3,4,4,2,4,36,41,43,37,35,5,5,5,3,2,2,5,5,5,3,4,4,2,4,4,2,4,2,15,7,15,11,10,8,4,4,4,3,3,4,2,2,4,4,34,2,3,2,3,1,3,3,1,2,3,23,"2",138,5,61,"1","","7","7","3.0","4.5",0,0,0,0,0,0,2,0,2,0,0,1,0,0,3,2,3,13,1,0,1,0,0,2,2,3,4,2,4,4,4,2,4,3,15,17,4,3,3,3,4,17,"2","",36,"1","","1","5","1","5",10,"1","","2147","60fe21d7301f49dfc4aa5f3a",54.9166666666667,95.65
